CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HY204400,3/30/2015 22:05,069XX N CLARK ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,Y,N,2424,49,15,1163502,1946271,42.00820667,-87.67378142,"(42.00820666980955, -87.67378141948869)"
HY204995,3/30/2015 23:40,063XX N GREENVIEW AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2433,40,6,1165151,1942420,41.99760442,-87.6678245,"(41.99760442250007, -87.66782450410962)"
HY204516,3/31/2015 0:33,062XX N WINTHROP AVE,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY RESIDENCE HALL,Y,N,2433,48,26,1167726,1941597,41.99529079,-87.65837594,"(41.995290786901016, -87.65837594306167)"
HY204534,3/31/2015 3:00,061XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1167747,1940904,41.99338873,-87.65831879,"(41.99338872666909, -87.65831878946408)"
HY204541,3/31/2015 3:51,015XX W MORSE AVE,460,BATTERY,SIMPLE,RESIDENCE,Y,N,2431,49,08B,1164880,1946156,42.00786186,-87.66871473,"(42.00786186414145, -87.66871472645651)"
HY204607,3/31/2015 7:30,056XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2022,48,08B,1167850,1937593,41.98430104,-87.65803595,"(41.984301039148335, -87.65803595143717)"
HY204940,3/31/2015 12:30,020XX W FARWELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,50,08B,1161399,1945604,42.0064206,-87.68153754,"(42.00642060140401, -87.68153753658991)"
HY205068,3/31/2015 13:30,064XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2432,40,14,1163180,1943029,41.99931734,-87.67505784,"(41.99931734182466, -87.67505784246637)"
HY205463,3/31/2015 19:22,063XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2413,50,14,1159170,1941943,41.99642097,-87.68983957,"(41.996420965602255, -87.68983956751885)"
HY205498,3/31/2015 20:00,060XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1167770,1940155,41.99133296,-87.65825591,"(41.991332957335025, -87.65825590576736)"
HY205560,3/31/2015 20:26,059XX N BROADWAY,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,N,Y,2022,48,08B,1167232,1939500,41.98954724,-87.66025374,"(41.9895472425865, -87.66025373948655)"
HY206962,3/31/2015 21:40,057XX N KENMORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2022,48,6,1168212,1938202,41.98596431,-87.65668688,"(41.9859643099521, -87.65668687717262)"
HY205682,3/31/2015 22:58,058XX N KENMORE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),Y,N,2022,48,18,1168189,1938920,41.98793502,-87.65675061,"(41.987935016960996, -87.65675060810999)"
HY206774,3/31/2015 23:30,013XX W ARDMORE AVE,820,THEFT,$500 AND UNDER,ALLEY,N,N,2013,48,6,1166235,1938965,41.98810063,-87.66393624,"(41.988100631656486, -87.66393623501405)"
HY267234,4/1/2015 0:00,058XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2022,48,26,1167806,1939007,41.98818204,-87.65815678,"(41.98818204093485, -87.65815677949756)"
HY224120,4/1/2015 0:01,059XX N SHERIDAN RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,2022,48,11,1168561,1939469,41.98943341,-87.65536639,"(41.98943341232948, -87.65536638821301)"
HY205731,4/1/2015 0:04,070XX N SHERIDAN RD,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,Y,N,2423,49,3,1166603,1946949,42.01000099,-87.66235259,"(42.0100009889309, -87.66235258899077)"
HY205783,4/1/2015 1:37,016XX W LUNT AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,N,N,2423,49,04B,1164258,1946578,42.00903307,-87.67099118,"(42.00903306825124, -87.67099118239292)"
HY205788,4/1/2015 1:55,024XX W FITCH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,2411,50,08B,1158540,1947374,42.01133678,-87.69200741,"(42.01133678344682, -87.69200741413866)"
HY387528,4/1/2015 9:00,063XX N PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,40,08B,1164038,1941870,41.99611887,-87.67193443,"(41.99611887179129, -87.67193443456445)"
HY206328,4/1/2015 13:30,068XX N SHERIDAN RD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2431,49,08A,1166977,1945471,42.00593728,-87.66101923,"(42.00593728245338, -87.66101922719943)"
HY206577,4/1/2015 16:57,058XX N SHERIDAN RD,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,2022,48,04B,1168573,1939067,41.98833006,-87.65533396,"(41.988330055152176, -87.65533395629504)"
HY209380,4/1/2015 18:48,061XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,2433,40,11,1164531,1941052,41.99386379,-87.67014422,"(41.99386379479729, -87.67014422169834)"
HY206816,4/1/2015 18:50,057XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2012,40,18,1159288,1938046,41.98572501,-87.68951327,"(41.98572501160038, -87.68951326861287)"
HY208297,4/1/2015 21:00,021XX W HIGHLAND AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2413,50,6,1160748,1942137,41.99692062,-87.68402939,"(41.99692062130851, -87.68402938582653)"
HY207652,4/1/2015 21:00,064XX N OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,1159809,1942740,41.99859476,-87.68746685,"(41.99859476044244, -87.68746685156715)"
HY207073,4/1/2015 21:23,060XX N WINTHROP AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,2433,48,2,1167769,1940194,41.99144,-87.65825845,"(41.99143999580806, -87.6582584531955)"
HY207051,4/1/2015 21:33,016XX W LUNT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2423,49,14,1164264,1946579,42.00903568,-87.67096908,"(42.00903568488835, -87.67096907826131)"
HY207096,4/2/2015 0:20,057XX N RIDGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2013,48,08B,1165674,1938655,41.987262,-87.66600852,"(41.987261996662056, -87.6660085152995)"
HY207209,4/2/2015 5:23,023XX W ROSEMONT AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,N,N,2413,50,3,1159661,1941772,41.9959416,-87.68803813,"(41.995941596344274, -87.68803813301841)"
HY207864,4/2/2015 9:00,014XX W GLENLAKE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2433,48,11,1165510,1940617,41.99264928,-87.66655553,"(41.99264928243714, -87.66655552595753)"
HY208268,4/2/2015 14:00,022XX W ROSEMONT AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,N,Y,2413,50,20,1160292,1941792,41.99598341,-87.68571642,"(41.99598340538528, -87.68571642127567)"
HY207890,4/2/2015 15:30,060XX N BROADWAY,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,LIBRARY,Y,N,2433,48,26,1167215,1940081,41.99114189,-87.66029947,"(41.991141886703126, -87.6602994734051)"
HY210020,4/2/2015 16:00,014XX W FARWELL AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,2431,49,6,1165432,1945727,42.0066729,-87.66669609,"(42.00667290308293, -87.66669609462473)"
HY208885,4/2/2015 22:00,068XX N HAMILTON AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2411,50,6,1160779,1945246,42.00545117,-87.68382859,"(42.00545116891156, -87.68382859320755)"
HY233058,4/2/2015 22:30,061XX N SHERIDAN RD,560,ASSAULT,SIMPLE,APARTMENT,N,N,2433,48,08A,1168522,1940739,41.99291916,-87.65547286,"(41.99291916498676, -87.65547286071354)"
HY208591,4/2/2015 22:30,069XX N GREENVIEW AVE,850,THEFT,ATTEMPT THEFT,STREET,N,N,2431,49,6,1165123,1945829,42.00695939,-87.66783003,"(42.0069593898111, -87.66783003135724)"
HY208403,4/2/2015 22:50,012XX W LOYOLA AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,N,N,2432,40,6,1166927,1943695,42.00106498,-87.66125447,"(42.00106498472916, -87.66125447283528)"
HY208444,4/2/2015 23:45,058XX N RAVENSWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2012,40,14,1163334,1938641,41.98727329,-87.67461549,"(41.98727328898562, -87.6746154887142)"
HY208465,4/3/2015 0:42,060XX N HERMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2433,40,08B,1163666,1940428,41.99216986,-87.67334373,"(41.99216985868472, -87.67334373189557)"
HY208531,4/3/2015 3:41,020XX W FARWELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,50,08B,1161399,1945604,42.0064206,-87.68153754,"(42.00642060140401, -87.68153753658991)"
HY209392,4/3/2015 7:15,064XX N CLAREMONT AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2412,50,5,1159477,1942784,41.99872236,-87.68868696,"(41.998722363200166, -87.68868695765669)"
HY210140,4/3/2015 14:00,015XX W ARDMORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2013,48,6,1165032,1938942,41.98806324,-87.66836161,"(41.98806323527258, -87.66836160884944)"
HY209471,4/3/2015 14:00,021XX W PETERSON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),N,N,2413,40,7,1160994,1939841,41.9906152,-87.68318858,"(41.9906151964301, -87.68318857654705)"
HY210232,4/3/2015 16:30,061XX N BROADWAY,890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,2433,48,6,1167199,1940579,41.99250875,-87.66034393,"(41.99250875497136, -87.66034393005025)"
HY210263,4/3/2015 17:00,058XX N WAYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2013,48,14,1166422,1938649,41.98722951,-87.66325753,"(41.987229506606, -87.66325753021003)"
HY209636,4/3/2015 22:45,061XX N CLARK ST,460,BATTERY,SIMPLE,ALLEY,N,N,2433,40,08B,1164540,1940838,41.99327638,-87.67011721,"(41.99327638171387, -87.67011721258841)"
HY209699,4/3/2015 23:30,061XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1168514,1940972,41.9935587,-87.6554955,"(41.993558695209174, -87.65549550342689)"
HY209721,4/4/2015 0:55,063XX N WESTERN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2413,50,08B,1159170,1941943,41.99642097,-87.68983957,"(41.996420965602255, -87.68983956751885)"
HY210178,4/4/2015 1:30,062XX N RAVENSWOOD AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2433,40,08B,1163233,1941367,41.99475565,-87.67490988,"(41.994755648760886, -87.6749098830231)"
HY209973,4/4/2015 4:30,067XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),N,N,2412,50,14,1161735,1944675,42.00386437,-87.68032742,"(42.00386437401409, -87.6803274168225)"
HY209844,4/4/2015 7:20,019XX W PETERSON AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2413,40,08A,1162442,1939885,41.99070565,-87.67786127,"(41.99070564581608, -87.67786127123142)"
HY209965,4/4/2015 10:10,013XX W NORTH SHORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,40,6,1166036,1944572,42.00349063,-87.66450709,"(42.00349063458245, -87.66450709233332)"
HY221390,4/4/2015 12:00,065XX N GREENVIEW AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2432,40,11,1165087,1943524,42.00063519,-87.66802838,"(42.000635188991986, -87.66802838009899)"
HY211165,4/4/2015 12:00,062XX N LAKEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),N,N,2433,48,14,1166485,1941638,41.99543004,-87.66293975,"(41.99543004239885, -87.66293975458221)"
HY210685,4/4/2015 15:00,062XX N BROADWAY,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,N,N,2433,49,6,1167169,1941557,41.99519306,-87.66042601,"(41.99519305502095, -87.6604260112656)"
HY210687,4/4/2015 15:00,062XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,N,N,2433,49,11,1167169,1941557,41.99519306,-87.66042601,"(41.99519305502095, -87.6604260112656)"
HY211183,4/4/2015 17:00,012XX W PRATT BLVD,820,THEFT,$500 AND UNDER,STREET,N,N,2431,49,6,1166714,1945319,42.00552586,-87.66199121,"(42.00552585507747, -87.66199121357695)"
HY211066,4/4/2015 22:00,016XX W OLIVE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2012,40,6,1164358,1937558,41.98427983,-87.67088,"(41.984279829552804, -87.67088000080383)"
HY210821,4/4/2015 23:08,061XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1168514,1940972,41.9935587,-87.6554955,"(41.993558695209174, -87.65549550342689)"
HY211096,4/5/2015 0:01,062XX N WAYNE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,2433,48,5,1166163,1941637,41.99543421,-87.66412426,"(41.995434209668765, -87.66412425661511)"
HY212539,4/5/2015 2:00,014XX W ARTHUR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,2432,40,14,1165662,1943283,41.9999616,-87.66591999,"(41.99996160031874, -87.66591998648146)"
HY218229,4/5/2015 8:00,070XX N RIDGE BLVD,890,THEFT,FROM BUILDING,APARTMENT,N,N,2411,50,6,1161119,1947168,42.0107181,-87.68252395,"(42.01071810425685, -87.68252395074785)"
HY211410,4/5/2015 12:30,017XX W THORNDALE AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2012,40,08A,1163866,1939044,41.98836789,-87.67264734,"(41.98836788899262, -87.67264734437471)"
HY211354,4/5/2015 15:00,061XX N WINCHESTER AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2413,40,08B,1162273,1940432,41.99221018,-87.67846751,"(41.99221017951962, -87.67846750606346)"
HY211400,4/5/2015 16:00,011XX W LUNT AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,Y,N,2423,49,24,1167063,1946663,42.00920629,-87.66066837,"(42.00920629496208, -87.66066836752738)"
HY371509,4/6/2015 9:00,019XX W HOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,Y,Y,2413,40,26,1162145,1940757,41.99310468,-87.67892919,"(41.993104675035696, -87.67892919496546)"
HY212527,4/6/2015 9:00,017XX W HIGHLAND AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2433,40,08A,1163394,1942112,41.99679655,-87.67429656,"(41.99679655152777, -87.67429656003767)"
HY216688,4/6/2015 12:00,014XX W HOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2433,48,11,1165629,1940948,41.99355501,-87.66610832,"(41.99355501143073, -87.66610831827708)"
HY212238,4/6/2015 12:15,068XX N WAYNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,N,N,2431,49,11,1165905,1945426,42.00583683,-87.66496451,"(42.00583683387731, -87.66496450816997)"
HY221014,4/6/2015 13:00,070XX N RIDGE BLVD,890,THEFT,FROM BUILDING,RESIDENCE,N,N,2411,50,6,1161231,1946758,42.00959072,-87.68212334,"(42.00959071646751, -87.68212333539277)"
HY212778,4/6/2015 14:30,024XX W DEVON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2412,50,5,1158989,1942414,41.99771714,-87.69049238,"(41.99771713734847, -87.69049238056571)"
HY212986,4/6/2015 18:00,010XX W THORNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2433,48,14,1167963,1939696,41.99006927,-87.65755933,"(41.99006927447825, -87.65755932639347)"
HY212826,4/6/2015 20:07,024XX W DEVON AVE,330,ROBBERY,AGGRAVATED,ALLEY,N,N,2413,50,3,1159036,1942415,41.99771891,-87.69031946,"(41.997718913024315, -87.69031945687284)"
HY212879,4/6/2015 21:07,064XX N DAMEN AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2412,50,08A,1161792,1942854,41.9988663,-87.68016882,"(41.99886630410591, -87.6801688214785)"
HY213036,4/6/2015 22:55,066XX N ASHLAND AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,GOVERNMENT BUILDING/PROPERTY,Y,N,2432,40,04A,1164409,1944119,42.00228231,-87.67050566,"(42.002282312061816, -87.67050565652374)"
HY215264,4/6/2015 23:00,014XX W ARTHUR AVE,810,THEFT,OVER $500,SIDEWALK,N,N,2432,40,6,1165566,1943281,41.99995817,-87.6662732,"(41.99995816507401, -87.66627320391855)"
HY218062,4/7/2015 18:00,015XX W PRATT BLVD,810,THEFT,OVER $500,APARTMENT,N,N,2432,40,6,1164838,1945260,42.00540412,-87.66889484,"(42.00540411661578, -87.66889483793864)"
HY213813,4/7/2015 18:20,061XX N WESTERN AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,2413,50,6,1159212,1940625,41.99280346,-87.68972151,"(41.99280345810588, -87.68972150786438)"
HY214029,4/7/2015 22:15,057XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2022,48,18,1167272,1938249,41.98611361,-87.66014278,"(41.986113605378506, -87.66014278208948)"
HY214047,4/7/2015 23:36,063XX N SHERIDAN RD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,Y,N,2433,49,04A,1168473,1942309,41.99722834,-87.65560739,"(41.997228337950105, -87.65560739333148)"
HY214391,4/8/2015 10:58,066XX N ARTESIAN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,N,N,2412,50,04A,1158778,1944090,42.00232049,-87.69122234,"(42.0023204852049, -87.69122233787486)"
HY215604,4/8/2015 12:00,060XX N WESTERN AVE,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,N,N,2413,40,6,1159227,1939947,41.99094269,-87.68968508,"(41.99094269049598, -87.68968507686625)"
HY215357,4/8/2015 13:45,019XX W DEVON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,2412,50,7,1162384,1942521,41.99794013,-87.67800041,"(41.99794013001955, -87.67800040813326)"
HY214775,4/8/2015 16:33,011XX W HOLLYWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,WAREHOUSE,N,N,2022,48,7,1167634,1938017,41.98546918,-87.65881808,"(41.9854691761992, -87.65881808475963)"
HY214896,4/8/2015 16:45,062XX N BROADWAY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,N,N,2433,49,10,1167168,1941591,41.99528637,-87.66042871,"(41.9952863732969, -87.66042870693097)"
HY214864,4/8/2015 17:15,017XX W PRATT BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,N,Y,2424,49,26,1163301,1945214,42.00531048,-87.67455087,"(42.00531048400954, -87.67455087048971)"
HY215023,4/8/2015 20:46,023XX W DEVON AVE,460,BATTERY,SIMPLE,STREET,N,N,2412,50,08B,1159734,1942438,41.99776761,-87.68775113,"(41.9977676139947, -87.6877511293141)"
HY215119,4/8/2015 22:35,058XX N RIDGE AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,Y,N,2013,48,18,1165024,1939181,41.98871923,-87.66838421,"(41.9887192285782, -87.66838420817896)"
HY215540,4/9/2015 4:23,064XX N SHERIDAN RD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE PORCH/HALLWAY,N,N,2432,49,5,1167194,1942793,41.99858412,-87.66029831,"(41.99858412476882, -87.6602983134738)"
HY215726,4/9/2015 13:45,068XX N SHERIDAN RD,2024,NARCOTICS,POSS: HEROIN(WHITE),RESTAURANT,Y,N,2431,49,18,1166963,1945521,42.00607478,-87.66106929,"(42.006074784929204, -87.66106929000917)"
HY234679,4/9/2015 16:00,011XX W LOYOLA AVE,820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,N,N,2432,49,6,1167433,1943876,42.00155074,-87.65938775,"(42.001550738091105, -87.65938775375342)"
HY216090,4/9/2015 18:22,061XX N CLARK ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,2433,40,08B,1164531,1941077,41.9939324,-87.67014351,"(41.99393239547351, -87.6701435095121)"
HY216327,4/9/2015 22:21,067XX N GLENWOOD AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,N,N,2432,40,24,1165710,1944846,42.00424948,-87.66569857,"(42.0042494777825, -87.66569857072653)"
HY216381,4/9/2015 23:43,012XX W THORNDALE AVE,2020,NARCOTICS,POSS: AMPHETAMINES,STREET,Y,N,2013,48,18,1166712,1939650,41.98997004,-87.66216205,"(41.989970044790276, -87.66216205261235)"
HY217021,4/10/2015 0:01,015XX W THORNDALE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2013,48,6,1164951,1939622,41.9899309,-87.66864012,"(41.989930900087714, -87.66864012057998)"
HY216396,4/10/2015 0:20,057XX N HERMITAGE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2012,40,3,1163760,1937949,41.98536542,-87.67306827,"(41.985365417134474, -87.673068271067)"
HY216401,4/10/2015 1:15,012XX W HOLLYWOOD AVE,460,BATTERY,SIMPLE,STREET,N,N,2013,48,08B,1167191,1938015,41.98547325,-87.66044746,"(41.98547325006196, -87.66044745763686)"
HY220659,4/10/2015 2:00,068XX N GREENVIEW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431,49,14,1165133,1945495,42.00604267,-87.66780279,"(42.00604267391977, -87.66780279248188)"
HY216471,4/10/2015 6:00,019XX W ESTES AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2424,49,6,1162167,1947402,42.01133828,-87.67866138,"(42.01133827846927, -87.67866137509654)"
HY239195,4/10/2015 9:00,069XX N BELL AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2411,50,6,1160179,1946159,42.00796894,-87.68601064,"(42.007968937092905, -87.68601064449805)"
HY216921,4/10/2015 10:54,066XX N ASHLAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2432,49,26,1164401,1944395,42.00303983,-87.67052723,"(42.003039832366454, -87.67052722727095)"
HY224282,4/10/2015 12:00,017XX W ALBION AVE,810,THEFT,OVER $500,APARTMENT,N,N,2432,40,6,1163653,1943893,42.00167819,-87.67329331,"(42.00167818843329, -87.67329330652076)"
HY219282,4/10/2015 17:10,064XX N CLARK ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,Y,Y,2432,40,26,1164377,1942660,41.99827946,-87.67066492,"(41.99827946037483, -87.67066492207317)"
HY218201,4/10/2015 18:30,066XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,1161751,1944164,42.00246184,-87.68028289,"(42.00246184073249, -87.680282892394)"
HY217263,4/10/2015 18:52,065XX N BELL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,Y,N,2412,50,15,1160127,1943156,41.99972969,-87.68628546,"(41.99972969042444, -87.68628546453627)"
HY217405,4/10/2015 21:34,066XX N WESTERN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),N,Y,2412,50,08B,1159115,1943911,42.00182236,-87.6899875,"(42.001822361279814, -87.68998749505376)"
HY218030,4/10/2015 23:07,059XX N GLENWOOD AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PUBLIC, BUILDING",N,N,2013,48,14,1165910,1939379,41.98924362,-87.66511973,"(41.98924362300202, -87.66511972600064)"
HY217573,4/10/2015 23:38,019XX W PRATT BLVD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,N,Y,2424,49,04A,1162162,1945179,42.00523842,-87.67874231,"(42.00523841609907, -87.67874231326536)"
HY237993,4/11/2015 9:00,065XX N HOYNE AVE,820,THEFT,$500 AND UNDER,ALLEY,N,N,2412,50,6,1161117,1943296,42.00009327,-87.68263959,"(42.00009326811078, -87.68263958734437)"
HY218222,4/11/2015 11:40,057XX N WINTHROP AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2022,48,5,1167826,1938353,41.98638702,-87.65810218,"(41.986387016907365, -87.6581021830908)"
HY226614,4/11/2015 13:00,058XX N KENMORE AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2022,48,6,1168189,1938933,41.98797069,-87.65675023,"(41.98797068925201, -87.65675023037305)"
HY221389,4/11/2015 16:22,060XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2433,48,11,1168537,1940244,41.99156055,-87.6554321,"(41.99156054947045, -87.65543209905282)"
HY219505,4/11/2015 17:00,062XX N LEAVITT ST,460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, GROUNDS",N,N,2413,50,08B,1160512,1941642,41.99556723,-87.68491132,"(41.995567231734576, -87.68491132158937)"
HY218907,4/11/2015 17:00,059XX N RAVENSWOOD AVE,890,THEFT,FROM BUILDING,APARTMENT,Y,Y,2012,40,6,1163314,1939392,41.98933448,-87.67466781,"(41.98933447927964, -87.67466780561925)"
HY219151,4/11/2015 17:30,066XX N DAMEN AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2412,50,6,1161750,1944177,42.00249753,-87.68028621,"(42.00249753403294, -87.6802862065167)"
HY218677,4/11/2015 18:10,061XX N HAMILTON AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2413,40,5,1160891,1940403,41.99215949,-87.68355175,"(41.99215948950941, -87.68355174909078)"
HY218381,4/11/2015 18:10,066XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1164401,1944376,42.0029877,-87.67052777,"(42.002987695931566, -87.67052776839223)"
